ticket_id,created_at,channel,region,category,subcategory,priority,status,first_response_time_min,resolution_time_hours,csat_score,agent_team,sla_breached,ai_generated_summary
TCK-100678,2026-02-19 04:00:00,Phone,Mexico,Cancellation,host cancellation,Medium,Pending,7,11.05,4.6,Tier 1,0,Ticket about host cancellation. Customer contacted via Phone in Mexico. Priority medium. Suggested root cause: host cancellation. Recommended action: standard troubleshooting.
TCK-100679,2026-01-13 01:00:00,WhatsApp,Brazil,Refund Request,partial refund,Low,Resolved,53,28.57,3.8,Tier 2,1,Ticket about partial refund. Customer contacted via WhatsApp in Brazil. Priority low. Suggested root cause: partial refund. Recommended action: standard troubleshooting.
TCK-100680,2025-12-08 03:00:00,Chat,US,Account Access,2fa issue,Low,Resolved,20,4.94,3.0,Guest Support,0,Ticket about 2fa issue. Customer contacted via Chat in US. Priority low. Suggested root cause: 2fa issue. Recommended action: standard troubleshooting.
TCK-100681,2025-11-20 09:00:00,Phone,US,Check-in Problem,late check-in,Medium,Resolved,8,5.1,3.8,Payments Desk,0,Ticket about late check-in. Customer contacted via Phone in US. Priority medium. Suggested root cause: late check-in. Recommended action: standard troubleshooting.
TCK-100682,2025-12-11 08:00:00,Chat,Mexico,Account Access,account locked,Medium,Resolved,18,2.19,5.0,Guest Support,0,Ticket about account locked. Customer contacted via Chat in Mexico. Priority medium. Suggested root cause: account locked. Recommended action: standard troubleshooting.
TCK-100683,2026-03-14 20:00:00,Chat,US,Payment & Card,double charge,Medium,Escalated,18,13.98,3.3,Guest Support,1,Ticket about double charge. Customer contacted via Chat in US. Priority medium. Suggested root cause: double charge. Recommended action: standard troubleshooting.
TCK-100684,2025-10-15 20:00:00,Email,Spain,Check-in Problem,late check-in,Medium,Resolved,145,7.82,3.2,Payments Desk,1,Ticket about late check-in. Customer contacted via Email in Spain. Priority medium. Suggested root cause: late check-in. Recommended action: standard troubleshooting.
TCK-100685,2025-10-19 02:00:00,Email,US,Cancellation,policy dispute,Medium,Resolved,116,9.33,3.3,Payments Desk,1,Ticket about policy dispute. Customer contacted via Email in US. Priority medium. Suggested root cause: policy dispute. Recommended action: standard troubleshooting.
TCK-100686,2025-11-06 19:00:00,WhatsApp,Mexico,Booking Issue,payment failure,Urgent,Resolved,17,5.25,4.8,Tier 1,0,Ticket about payment failure. Customer contacted via WhatsApp in Mexico. Priority urgent. Suggested root cause: payment failure. Recommended action: expedite specialist review.
TCK-100687,2026-01-16 16:00:00,Email,Mexico,Cancellation,policy dispute,Medium,Open,149,10.43,4.4,Guest Support,1,Ticket about policy dispute. Customer contacted via Email in Mexico. Priority medium. Suggested root cause: policy dispute. Recommended action: standard troubleshooting.
TCK-100688,2025-10-08 08:00:00,Phone,Spain,Booking Issue,duplicate booking,Medium,Pending,9,9.86,4.1,Tier 1,0,Ticket about duplicate booking. Customer contacted via Phone in Spain. Priority medium. Suggested root cause: duplicate booking. Recommended action: standard troubleshooting.
TCK-100689,2026-01-27 08:00:00,Phone,Spain,Account Access,2fa issue,Medium,Open,10,2.72,2.5,Guest Support,0,Ticket about 2fa issue. Customer contacted via Phone in Spain. Priority medium. Suggested root cause: 2fa issue. Recommended action: standard troubleshooting.
TCK-100690,2026-01-03 03:00:00,Phone,Portugal,Booking Issue,pricing mismatch,High,Escalated,8,10.78,4.8,Tier 1,0,Ticket about pricing mismatch. Customer contacted via Phone in Portugal. Priority high. Suggested root cause: pricing mismatch. Recommended action: expedite specialist review.
TCK-100691,2026-01-04 15:00:00,Phone,Portugal,Refund Request,refund delay,High,Resolved,10,18.02,3.6,Host Support,1,Ticket about refund delay. Customer contacted via Phone in Portugal. Priority high. Suggested root cause: refund delay. Recommended action: expedite specialist review.
TCK-100692,2026-03-27 17:00:00,Chat,Portugal,Account Access,account locked,Medium,Resolved,18,2.64,4.0,Payments Desk,0,Ticket about account locked. Customer contacted via Chat in Portugal. Priority medium. Suggested root cause: account locked. Recommended action: standard troubleshooting.
TCK-100693,2026-01-21 09:00:00,Chat,Mexico,Cancellation,policy dispute,High,Pending,18,11.15,4.1,Tier 2,0,Ticket about policy dispute. Customer contacted via Chat in Mexico. Priority high. Suggested root cause: policy dispute. Recommended action: expedite specialist review.
TCK-100694,2025-11-17 03:00:00,Chat,Portugal,Check-in Problem,host unavailable,Urgent,Open,10,4.2,4.6,Tier 2,0,Ticket about host unavailable. Customer contacted via Chat in Portugal. Priority urgent. Suggested root cause: host unavailable. Recommended action: expedite specialist review.
TCK-100695,2025-11-23 22:00:00,Email,Mexico,Check-in Problem,late check-in,Medium,Escalated,89,0.95,3.8,Tier 1,1,Ticket about late check-in. Customer contacted via Email in Mexico. Priority medium. Suggested root cause: late check-in. Recommended action: standard troubleshooting.
TCK-100696,2026-01-17 18:00:00,Phone,Portugal,Cancellation,host cancellation,High,Pending,5,7.38,4.1,Payments Desk,0,Ticket about host cancellation. Customer contacted via Phone in Portugal. Priority high. Suggested root cause: host cancellation. Recommended action: expedite specialist review.
TCK-100697,2025-11-21 20:00:00,Chat,Mexico,Refund Request,refund delay,Low,Open,20,25.7,3.7,Guest Support,1,Ticket about refund delay. Customer contacted via Chat in Mexico. Priority low. Suggested root cause: refund delay. Recommended action: standard troubleshooting.
TCK-100698,2025-12-31 02:00:00,Chat,Brazil,Payment & Card,double charge,Medium,Pending,19,15.37,2.7,Payments Desk,1,Ticket about double charge. Customer contacted via Chat in Brazil. Priority medium. Suggested root cause: double charge. Recommended action: standard troubleshooting.
TCK-100699,2025-10-28 03:00:00,Chat,Brazil,Account Access,2fa issue,High,Resolved,19,3.23,4.7,Payments Desk,0,Ticket about 2fa issue. Customer contacted via Chat in Brazil. Priority high. Suggested root cause: 2fa issue. Recommended action: expedite specialist review.
TCK-100700,2025-12-02 19:00:00,WhatsApp,Mexico,Cancellation,host cancellation,Low,Resolved,34,9.08,4.8,Host Support,0,Ticket about host cancellation. Customer contacted via WhatsApp in Mexico. Priority low. Suggested root cause: host cancellation. Recommended action: standard troubleshooting.
TCK-100701,2025-10-06 02:00:00,Chat,Mexico,Check-in Problem,access code not working,High,Resolved,16,3.12,3.6,Host Support,0,Ticket about access code not working. Customer contacted via Chat in Mexico. Priority high. Suggested root cause: access code not working. Recommended action: expedite specialist review.
TCK-100702,2026-03-17 05:00:00,WhatsApp,Mexico,Account Access,2fa issue,Medium,Resolved,44,1.38,5.0,Guest Support,0,Ticket about 2fa issue. Customer contacted via WhatsApp in Mexico. Priority medium. Suggested root cause: 2fa issue. Recommended action: standard troubleshooting.
TCK-100703,2026-02-07 20:00:00,WhatsApp,Brazil,Account Access,2fa issue,Urgent,Resolved,16,4.2,4.0,Guest Support,0,Ticket about 2fa issue. Customer contacted via WhatsApp in Brazil. Priority urgent. Suggested root cause: 2fa issue. Recommended action: expedite specialist review.
TCK-100704,2026-03-29 06:00:00,Email,Brazil,Account Access,account locked,Low,Resolved,196,3.8,3.7,Tier 1,1,Ticket about account locked. Customer contacted via Email in Brazil. Priority low. Suggested root cause: account locked. Recommended action: standard troubleshooting.
TCK-100705,2025-12-23 20:00:00,WhatsApp,US,Payment & Card,double charge,Medium,Resolved,35,11.8,4.7,Tier 1,0,Ticket about double charge. Customer contacted via WhatsApp in US. Priority medium. Suggested root cause: double charge. Recommended action: standard troubleshooting.
TCK-100706,2025-12-04 19:00:00,WhatsApp,Spain,Check-in Problem,access code not working,High,Resolved,25,4.6,3.5,Tier 2,0,Ticket about access code not working. Customer contacted via WhatsApp in Spain. Priority high. Suggested root cause: access code not working. Recommended action: expedite specialist review.
TCK-100707,2026-02-22 04:00:00,Email,Brazil,Check-in Problem,host unavailable,Urgent,Resolved,8,3.78,5.0,Host Support,0,Ticket about host unavailable. Customer contacted via Email in Brazil. Priority urgent. Suggested root cause: host unavailable. Recommended action: expedite specialist review.
TCK-100708,2025-10-31 20:00:00,Email,Mexico,Account Access,account locked,High,Open,146,3.36,3.6,Guest Support,1,Ticket about account locked. Customer contacted via Email in Mexico. Priority high. Suggested root cause: account locked. Recommended action: expedite specialist review.
TCK-100709,2025-11-16 04:00:00,Phone,Portugal,Cancellation,host cancellation,Low,Resolved,12,13.7,3.4,Tier 2,1,Ticket about host cancellation. Customer contacted via Phone in Portugal. Priority low. Suggested root cause: host cancellation. Recommended action: standard troubleshooting.
TCK-100710,2026-03-05 04:00:00,Phone,Mexico,Booking Issue,payment failure,High,Resolved,11,9.22,4.7,Tier 1,0,Ticket about payment failure. Customer contacted via Phone in Mexico. Priority high. Suggested root cause: payment failure. Recommended action: expedite specialist review.
TCK-100711,2026-03-03 09:00:00,Email,Brazil,Account Access,2fa issue,High,Resolved,134,3.44,4.3,Guest Support,1,Ticket about 2fa issue. Customer contacted via Email in Brazil. Priority high. Suggested root cause: 2fa issue. Recommended action: expedite specialist review.
TCK-100712,2025-11-24 13:00:00,WhatsApp,US,Cancellation,policy dispute,High,Escalated,34,7.72,3.8,Guest Support,0,Ticket about policy dispute. Customer contacted via WhatsApp in US. Priority high. Suggested root cause: policy dispute. Recommended action: expedite specialist review.
TCK-100713,2025-11-21 05:00:00,Chat,US,Refund Request,refund delay,Medium,Resolved,18,21.41,2.6,Host Support,1,Ticket about refund delay. Customer contacted via Chat in US. Priority medium. Suggested root cause: refund delay. Recommended action: standard troubleshooting.
TCK-100714,2026-01-07 13:00:00,Email,Mexico,Account Access,password reset,Urgent,Resolved,46,3.16,4.2,Payments Desk,0,Ticket about password reset. Customer contacted via Email in Mexico. Priority urgent. Suggested root cause: password reset. Recommended action: expedite specialist review.
TCK-100715,2025-10-05 04:00:00,WhatsApp,Brazil,Cancellation,host cancellation,High,Pending,31,9.04,4.0,Host Support,0,Ticket about host cancellation. Customer contacted via WhatsApp in Brazil. Priority high. Suggested root cause: host cancellation. Recommended action: expedite specialist review.
TCK-100716,2025-12-21 04:00:00,WhatsApp,Portugal,Refund Request,refund denied,Medium,Resolved,48,14.48,2.9,Guest Support,1,Ticket about refund denied. Customer contacted via WhatsApp in Portugal. Priority medium. Suggested root cause: refund denied. Recommended action: standard troubleshooting.
TCK-100717,2025-10-03 05:00:00,Phone,Brazil,Refund Request,refund denied,Medium,Escalated,9,14.38,3.4,Tier 2,1,Ticket about refund denied. Customer contacted via Phone in Brazil. Priority medium. Suggested root cause: refund denied. Recommended action: standard troubleshooting.
TCK-100718,2025-10-17 16:00:00,Email,Spain,Refund Request,refund delay,Low,Escalated,233,22.55,3.3,Guest Support,1,Ticket about refund delay. Customer contacted via Email in Spain. Priority low. Suggested root cause: refund delay. Recommended action: standard troubleshooting.
TCK-100719,2026-01-10 20:00:00,Email,US,Check-in Problem,late check-in,Medium,Resolved,95,4.64,3.9,Payments Desk,1,Ticket about late check-in. Customer contacted via Email in US. Priority medium. Suggested root cause: late check-in. Recommended action: standard troubleshooting.
TCK-100720,2025-11-30 13:00:00,Phone,US,Cancellation,policy dispute,Low,Resolved,11,15.32,4.6,Payments Desk,1,Ticket about policy dispute. Customer contacted via Phone in US. Priority low. Suggested root cause: policy dispute. Recommended action: standard troubleshooting.
TCK-100721,2026-02-07 08:00:00,Email,Spain,Booking Issue,payment failure,Medium,Resolved,101,9.54,4.5,Payments Desk,1,Ticket about payment failure. Customer contacted via Email in Spain. Priority medium. Suggested root cause: payment failure. Recommended action: standard troubleshooting.
TCK-100722,2026-01-21 08:00:00,Chat,Mexico,Payment & Card,chargeback,Medium,Resolved,23,17.48,2.8,Guest Support,1,Ticket about chargeback. Customer contacted via Chat in Mexico. Priority medium. Suggested root cause: chargeback. Recommended action: standard troubleshooting.
TCK-100723,2025-10-30 22:00:00,Phone,Portugal,Cancellation,policy dispute,Medium,Resolved,7,7.23,4.0,Guest Support,0,Ticket about policy dispute. Customer contacted via Phone in Portugal. Priority medium. Suggested root cause: policy dispute. Recommended action: standard troubleshooting.
TCK-100724,2026-01-29 18:00:00,WhatsApp,Brazil,Refund Request,refund denied,High,Resolved,33,17.47,3.4,Tier 2,1,Ticket about refund denied. Customer contacted via WhatsApp in Brazil. Priority high. Suggested root cause: refund denied. Recommended action: expedite specialist review.
TCK-100725,2025-12-19 10:00:00,Chat,US,Account Access,2fa issue,Low,Resolved,21,5.33,3.6,Tier 1,0,Ticket about 2fa issue. Customer contacted via Chat in US. Priority low. Suggested root cause: 2fa issue. Recommended action: standard troubleshooting.
TCK-100726,2025-12-10 18:00:00,WhatsApp,US,Payment & Card,chargeback,Medium,Pending,53,10.46,4.3,Tier 2,0,Ticket about chargeback. Customer contacted via WhatsApp in US. Priority medium. Suggested root cause: chargeback. Recommended action: standard troubleshooting.
TCK-100727,2025-10-04 20:00:00,Phone,Spain,Account Access,password reset,High,Resolved,13,3.41,4.1,Guest Support,0,Ticket about password reset. Customer contacted via Phone in Spain. Priority high. Suggested root cause: password reset. Recommended action: expedite specialist review.
